Smiles,Molecule Name,Standard Value,Standard Units
Clc1c(OCC(N)Cc2c3c([nH]c2)cccc3)cc(C=Cc2ccncc2)cn1,,794.33002,nM
Fc1c(NC(=O)Nc2ccc(-c3c4c(N)n[nH]c4ccc3)cc2)cc(C)cc1,LINIFANIB,10000,nM
O=C(Nc1n(-c2ccc(C)cc2)nc(C(C)(C)C)c1)Nc1c2c(c(OCCN3CCOCC3)cc1)cccc2,DORAMAPIMOD,10000,nM
O=C(Nc1scc(-c2c3c([nH]c2)nccc3)n1)Cc1cc(OCCCC2CCNCC2)ccc1,,2000,nM
S(c1c(C(=O)NC)cccc1)c1cc2[nH]nc(/C=C/c3ncccc3)c2cc1,AXITINIB,10000,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4[C@](O)C[C@@](C)c34)CC2)CNC(C)C)cc1,IPATASERTIB,2.5,nM
Fc1c(F)ccc([C@]2[C@](NC(=O)c3c(F)cc(-c4n(C)ncc4)cc3)CNCC2)c1.Cl,,28,nM
O=C(Nc1cc2NCC(C)(C)c2cc1)c1c(NCc2ccncc2)nccc1,MOTESANIB,10000,nM
Clc1c(F)ccc(Nc2c(C#N)cnc3c2cc(NC(=O)/C=C/CN(C)C)c(OCC)c3)c1,PELITINIB,10000,nM
Clc1c(C=2Oc3c(c(O)cc(O)c3C(=O)C=2)[C@@]2[C@](O)CN(C)CC2)cccc1,ALVOCIDIB,10000,nM
Oc1cc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)ccc1,PI-103,10000,nM
Clc1c(C(F)(F)F)cc(NC(=O)Nc2ccc(Oc3cc(C(=O)NC)ncc3)cc2)cc1,SORAFENIB,10000,nM
O(c1c2n(CC)c(-c3c(N)non3)nc2cnc1)C1CCNCC1,,398,nM
O(C[C@@]1CNCCC1)c1c2n(CC)c(-c3c(N)non3)nc2c(C#CC(O)(C)C)nc1,GSK-690693,13,nM
O=C(NCCC(=O)Nc1noc(C)c1)Nc1sc(c(C)n1)-c1ccc(-n2nccc2)cc1,,10000,nM
O=C(NCc1ccc(N(C)C)cc1)c1sc2[nH]nc(-c3ccccc3)c2c1,,10000,nM
NC=1n2c(-c3ccccc3)ncc2C=CN=1,,100000,nM
Nc1n[nH]c2c1cc(-c1c(n(Cc3ccccc3)nn1)-c1ccccc1)cc2,,794.33002,nM
O(CCCCN1CCOCC1)c1cc2-c3[nH]nc(-c4cnc(C#N)cc4)c3Cc2cc1,,10000,nM
S(=O)(=O)(N1CCNCCC1)c1c2c(cncc2)ccc1,FASUDIL,6309.5698,nM
O=C(NCCN)c1sc(-c2nc(NC)ncc2)cc1,,1300,nM
O(C[C@@](N)Cc1c2c([nH]c1)cccc2)c1cc(c(-c2cocc2)nc1)-c1ncc2[nH]nc(C)c2c1,,1,nM
Clc1c(C(F)(F)F)cc(NC(=O)Nc2ccc(Oc3cc(C(=O)NC)ncc3)cc2)cc1,SORAFENIB,10000,nM
O=C(N(C)[C@]1[C@@](OC)[C@]2(C)O[C@@](n3c4c5n2c2c(c5c5[C@](O)NC(=O)c5c4c4c3cccc4)cccc2)C1)c1ccccc1,CGP-52421,10000,nM
O=C([C@](N)Cc1ccc(C)cc1)N1CCN(c2ncnc3c2cccc3)CC1,,754,nM
O=C(Nc1nc(OCC)c(C#N)c(N)c1)Cc1c(OC)ccc(OC)c1,,9500,nM
NC(C)(C)c1ccc(-c2c(-c3ccccc3)nc3c(n2)cccc3)cc1,,250000,nM
O=C1NCc2c3c4n([C@]5(C)[C@](OC)[C@](NC)C[C@@](O5)n5c4c(c4c5cccc4)c12)c1c3cccc1,STAUROSPORINE,10,nM
O=C(CC#N)N1C[C@](N(C)c2ncnc3[nH]ccc23)[C@](C)CC1,TOFACITINIB,10000,nM
O=C(Nc1ccc(OC(C)C)cc1)N1CCN(c2ncnc3c2cc(OC)c(OCCCN2CCCCC2)c3)CC1,TANDUTINIB,10000,nM
Clc1ccc(C(C(=O)N2CCN(c3ncnc4sc5c(c34)CCC5)CC2)CNC2CCCC2)cc1,,129,nM
Fc1c(Nc2nc3NC(=O)C(C)(C)Oc3cc2)nc(Nc2cc(OC)c(OC)c(OC)c2)nc1,R-406,10000,nM
FC(F)(F)CNC(=O)c1scc(-c2c3n(nc2)C=C(c2cn(C)nc2)C=N3)c1,,100000,nM
Clc1c(-c2n(CC)ncc2Cl)cc(C(=O)N[C@](CN)Cc2cc(F)c(F)cc2)o1,,25.120001,nM
Clc1c(-c2n(C)ncc2Cl)cc(C(=O)N[C@](CN)Cc2c(C(F)(F)F)cccc2)s1,,25.120001,nM
Clc1c(-c2n(CC)ncc2Cl)cc(C(=O)N[C@](CN)Cc2ccc(F)cc2)s1,,25.120001,nM
O=C(CN(C)C)N1CCC(c2cc(c(NC(=O)c3[nH]cc(C#N)n3)cc2)C2=CCCCC2)CC1.Cl,,10000,nM
S(=O)(=O)(NC(C)(C)C)c1cc(Nc2c(C)cnc(Nc3ccc(OCCN4CCCC4)cc3)n2)ccc1,FEDRATINIB,10000,nM
F[B-]1(F)[N+]2=C(CCC(=O)NCCOCCOCCOCCN(C)[C@]3[C@@](OC)[C@]4(C)O[C@@](n5c6c7n4c4c(c7c7c(C(=O)NC7)c6c6c5cccc6)cccc4)C3)C=CC2=Cc2c(C)cc(C)n12,,537,nM
O=C(Nc1cc(C)ccc1)Nc1ccc(-c2c3c(N)nccc3sc2)cc1,,10000,nM
O(C)c1c(OC)ccc(Nc2nc(NC=3C(=O)C(=O)C=3NC(C(C)(C)C)C)ccn2)c1,,10000,nM
Nc1n[nH]c2c1cc(-c1c(C)n(Cc3ccccc3)nn1)cc2,,1995.26,nM
Fc1ccc(-c2c(-c3ncncc3)cn(C)n2)cc1,,10000,nM
FC(F)(F)c1c(-c2c3c(C(=O)NC3)ccc2)ccc(NC(=O)Nc2cc(C)cc(C)c2)c1,,10000,nM
S=C(NNC(=O)C(O)(c1ccccc1)c1ccccc1)Nc1ccc(F)cc1,,2511.8899,nM
O=C(O)c1ccc(N2C(=O)C(=CC=3C(C)=C(C#N)c4n(C=3O)c3c(n4)cccc3)C(C)=N2)cc1,,10000,nM
Clc1c(-c2c(C(=O)N)cc(-c3nc(N)ncc3)[nH]2)ccc(Cl)c1,,6309.5698,nM
Brc1cc2C(=O)NC=Nc2cc1,,100000,nM
OC1(C)CC(c2n3c(c(-c4cc5nc(-c6ccccc6)ccc5cc4)n2)C(N)=NC=C3)C1,,10000,nM
Fc1c(-c2c(C3=Nn4c(C(CO)(C)C)nnc4C=C3)n3c(n2)CCC3)ccc(F)c1,,10000,nM
Fc1ccc(-c2c(n(C3CCNCC3)cn2)-c2nc(N)ncc2)cc1,SB-220025,10000,nM
C(N1CCCCC1)c1noc(-c2cc3c([nH]nc3)cc2)c1,,10000,nM
Fc1c(F)cccc1-c1nnc2[nH]nc(NC(=O)CCCN3CCN(CC)CC3)c2c1,,10000,nM
O=C(Nc1ccc(-c2c3c(N)ncnc3sc2)cc1)Nc1ccccc1,,10000,nM
O=C(OCC)c1c2nc(-c3ccc(N4CC(N)CC4)cc3)[nH]c2ccc1,,10000,nM
O=C(NN=C(C)c1c(O)cc(O)cc1)c1n(-c2c(N)non2)nnc1COC,,630.96002,nM
O=C(N)C=1C(=O)c2c(N(c3c(C)cc(O)cc3)C=1)cc(-c1ccncc1)cc2,,10000,nM
Clc1c(OCCCO)cc2OCCCCCOc3c(C#N)ncc(n3)NC(=O)Nc2c1,,5011.8701,nM
FC(F)(F)c1c(NC(=O)Nc2ccc(-c3c4c(N)nccc4sc3)cc2)cccc1,,10000,nM
S(=O)(=O)(C)c1cc(-c2c3scc(-c4cc5c([nH]c(C)c5)cc4)c3c(N)nc2)ccc1,,10000,nM
Clc1c(F)ccc(Nc2ncnc3c2cc(OCCCN2CCOCC2)c(OC)c3)c1,GEFITINIB,10000,nM
S(=O)(=O)(NCCN)c1cc(C(=O)Nc2ccc(C3=NNC(=O)c4c3cccc4)cc2)ccc1,,10000,nM
O=C(NC(COc1cc(-c2cc3c(cncc3)cc2)cnc1)Cc1c2c([nH]c1)cccc2)CN(C)C,,3981.0701,nM
O=C(C)N1CCN(C2CCC(n3nc(-c4cc(OC)c(NC(=O)c5n(C)c6c(c5)cccc6)cc4)c4c(N)ncnc34)CC2)CC1,,10000,nM
O=C1C(=Cc2c(C)cc(C)[nH]2)c2c(N1)cccc2,,10000,nM
Clc1c(C=O)cc(OC)c(NC(=O)Nc2ncc(C#N)nc2)c1,,10000,nM
O=C1Nc2c(Nc3nnccc13)cccc2,,10000,nM
Clc1c(CN2CCCCC2)cc(OC)c(NC(=O)Nc2ncc(C#N)nc2)c1,,10000,nM
O=C(NCc1ccccc1)C(C#N)=Cc1cc(O)c(O)cc1,,10000,nM
Fc1cc(NC(=O)Nc2ccc(-c3c4c(N)ncc(-c5cnc(C)cc5)c4sc3)cc2)ccc1,,10000,nM
Clc1c(C(=O)O)cc(OC)c(NC(=O)Nc2ncc(C#N)nc2)c1,,10000,nM
S(=O)(C)c1ccc(-c2[nH]c(c(-c3ccc(F)cc3)n2)-c2ccncc2)cc1,SB-203580,10000,nM
Fc1cc(NC(=O)Nc2ccc(-c3c4c(N)ncc(C(=O)NCC)c4sc3)cc2)ccc1,,10000,nM
O=C(O)c1c(O)cc(N2C(=O)c3c(C2=O)cccc3)cc1,,10000,nM
FC(F)(F)c1c(COc2c(C(=O)N)sc(-n3c4c(nc3)cc(OC)c(OC)c4)c2)cccc1,GW843682X,10000,nM
O=C(N)c1c2NCCC(=O)c2sc1,,100000,nM
Clc1c(Nc2c(S(=O)(=O)NC)cccc2)nc(Nc2cc(OC)c(OC)c(OC)c2)nc1,,10000,nM
Clc1c(C2=Nc3c(C)[nH]nc3Nc3c2cc(F)c(OC)c3)cccc1,RG-1530,10000,nM
O=C(Nc1c(C#N)c2c(s1)CCCC2)c1ccccc1,,40000,nM
Fc1c(-c2c(-c3nc(NCC4(O)CC4)ncc3)n3c(C(C)=NC=C3)n2)ccc(F)c1,,10000,nM
FC(F)(F)c1c(COc2c(C(=O)O)sc(-n3c4c(nc3)cc(OC)c(OC)c4)c2)cccc1,,10000,nM
O=C(C)N1CCN(C2CCC(n3nc(-c4ccc(NC(=O)c5n(C)c6c(c5)cccc6)cc4)c4c(N)ncnc34)CC2)CC1,,10000,nM
S(c1c(C(=O)NC)cccc1)c1cc2[nH]nc(C=Cc3ncccc3)c2cc1,,10000,nM
Fc1c(-c2c(-c3nc(NCC(CO)(C)C)ncc3)n3c(C(OC)=NC=C3)n2)ccc(F)c1,,10000,nM
S(=O)(=O)(NCCCN)c1cc(C(=O)Nc2ccc(C3=NNC(=O)c4c3cccc4)cc2)ccc1,,10000,nM
Brc1cc2c(-c3ccccc3)n[nH]c2cc1,,10000,nM
O=C(OCC)C=1C(=O)c2c(N(c3c(C)cc(O)cc3)C=1)cc(-c1ccncc1)cc2,,10000,nM
O(CC1N(C)CCC1)c1cc(CCc2ccccc2)cnc1,,10000,nM
Brc1c(Nc2c(S(=O)(=O)NC)cccc2)nc(Nc2c(OC)ccc(N3CCN(C(=O)C)CC3)c2)nc1,,10000,nM
Clc1c(C)cc(OC2CCCC2)c(NC(=O)Nc2ncc(C#N)nc2)c1,,10000,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4[C@](O)C[C@@](C)c34)CC2)CNCCC(=O)NCCCCCCCCNc2c3C(=O)N(C(=O)c3ccc2)C2C(=O)NC(=O)CC2)cc1,,6.5,nM
Clc1cc2c(c(C(=O)/C=C/c3[nH]c4c(n3)cccc4)c(O)nc2cc1)-c1ccccc1,,1640,nM
O=C([C@](N)Cc1ccccc1)N1CCN(c2ncnc3c2cccc3)CC1,,8410,nM
Brc1ccc(C[C@@](N)C(=O)N2CCN(c3ncnc4c3cccc4)CC2)cc1,,363,nM
Clc1cc(C[C@@](N)C(=O)N2CCN(c3ncnc4c3cccc4)CC2)ccc1,,6079,nM
Clc1c(F)c(Nc2ncnc3c2cc(OC2CCN(C(=O)C=C)CC2)c(OC)c3)ccc1Cl,POZIOTINIB,30000,nM
Clc1c(-c2n(C)ncc2Cl)cc(C(=O)N[C@](CN)Cc2cc(F)c(F)cc2)o1,UPROSERTIB,30000,nM
O=C(Nc1c(-c2[nH]c3c(n2)ccc(CN2CCOCC2)c3)n[nH]c1)NC1CC1,AT-9283,30000,nM
Clc1ccc([C@](C(=O)N2C3CN(c4ncnc5NC(=O)C[C@@](C)c45)C(C2)C3)CNC(C)C)cc1,,60,nM
Clc1ccc([C@](C(=O)N2[C@](C)CN(c3ncnc4NC(=O)C[C@@](C)c34)CC2)CNC(C)C)cc1,,2.5999999,nM
Clc1c(n(C)nc1)-c1c(OC)sc(C(=O)N[C@](CN)Cc2cc(F)ccc2)c1,,25.120001,nM
O(C[C@@](N)Cc1c2c([nH]c1)cccc2)c1cc(c(-c2cocc2)nc1)-c1nc2c(C)n[nH]c2nc1,,10,nM
O(CCN)c1nc(C#CC(O)(C)C)c2nc(n(CC)c2c1)-c1c(N)non1,,43,nM
O([C@@](CN)c1ccccc1)c1nc(C#CC(O)(C)C)c2nc(n(CC)c2c1)-c1c(N)non1,,1,nM
O=C1NCc2c3c4n([C@]5(C)[C@@](O)(CO)C[C@@](O5)n5c4c(c4c5cccc4)c12)c1c3cccc1,LESTAURTINIB,6200,nM
O=C1NC(=O)C=2c3c4c(n(c3)CCO[C@](CN(C)C)CCn3c5c(c(c3)C1=2)cccc5)cccc4,RUBOXISTAURIN,1400,nM
Fc1c2C(N)=C(c3[nH]c4c(n3)ccc(N3CCN(C)CC3)c4)C(=O)Nc2ccc1,DOVITINIB,10000,nM
Clc1c(c(Cl)ccc1)C=1C(=O)N(C)c2nc(Nc3cc(SC)ccc3)ncc2C=1,,10000,nM
O=C(NC(C)c1sccn1)Nc1c(OC)cc(Oc2c3c(ncc2)cc(OC)c(OC)c3)cc1,,10000,nM
Clc1ccc([C@@](NC(=O)C2(N)CCN(c3nc[nH]c-4nccc3-4)CC2)CCO)cc1,CAPIVASERTIB,7,nM
S(Cc1oc(C(C)(C)C)cn1)c1sc(NC(=O)C2CCNCC2)nc1,BMS-387032,10000,nM
O(CC(N)Cc1c2c([nH]c1)cccc2)c1cc(-c2cc3c(NC(=O)C3)cc2)cnc1,,158.49001,nM
O(Cc1ccccc1)c1cc(-c2c3c(N)ncnc3n(C3CC(CN4CCCC4)C3)c2)ccc1,,10000,nM
Clc1c(C[C@](NC(=O)c2sc(-c3nc(NC)ncc3)cc2)CN)ccc(Cl)c1,,3,nM
Clc1c(CCNC(=O)c2sc(-c3nc(NCC)ncc3)cc2)ccc(Cl)c1,,1500,nM
NCCn1c2c(c(-c3cc(-c4sc5c(c4)cccc5)c4[nH]ncc4c3)c1)nc(N)nc2,,1000,nM
O=C1NC=Nc2c3c(C)nn(C)c3sc12,,100000,nM
C(n1nnc(-c2cc3c([nH]nc3)cc2)c1)C1CCOCC1,,10000,nM
Clc1c(Cl)ccc(C(C(=O)Nc2cc3c([nH]nc3)cc2)CCN)c1,,10,nM
Ic1n(Cc2ccccc2)nnc1-c1cc2c(N)n[nH]c2cc1,,316.23001,nM
O=C(Nc1cc(C)ccc1)Nc1ccc(-c2c(N)c3nccnc3cc2)cc1,,10000,nM
O=C(Nc1ccc(OC)cc1)Nc1ccc(-c2c3c(N)ncc(-c4cn(CCO)nc4)c3sc2)cc1,,10000,nM
Fc1ccc(-c2c(-c3nc(NCC(COC)(C)C)ncc3)n3c(C(C)=NC=C3)n2)cc1,,10000,nM
Clc1c(CC(=O)Nc2cc3[nH]ncc3cc2)cccc1,,10000,nM
O=C(Nc1ccc(-c2nc3n(c(-c4c(N)nccc4)nc3cc2)-c2ccc(CN)cc2)cc1)C.Cl,,700,nM
O=C(NCCCCCCCCCCCCN1CCN(c2cc(OC)c(Nc3nc4N(c5cc(N)ccc5)C(=O)C=C(C)c4cn3)cc2)CC1)CC12CC3CC(C1)CC(C2)C3,,102,nM
Clc1ccc([C@](C(=O)N2[C@]3[C@@](N(c4ncnc5NC(=O)CN(C)c45)CC2)C3)CNC(C)C)cc1,,0.5,nM
O=C(Nc1cc(-c2nc3n(c(-c4c(N)nccc4)nc3cc2)-c2ccc(CN)cc2)ccc1)C.Cl,,86,nM
S(=O)(=O)(c1c(F)cc(F)cc1)C=1C(=O)N(C)c2nc(Nc3cc4c([nH]cc4)cc3)ncc2C=1,,10000,nM
O=C(NCCN(CC)CC)c1cc2nc(c(-c3ccccc3)nc2cc1)-c1ccc(CN2CCC(N3C(=O)Nc4c3cccc4)CC2)cc1,,7200,nM
O=C1NCc2c3c4n([C@]5(C)[C@](OC)[C@](NC)C[C@@](O5)n5c4c(c4c5cccc4)c12)c1c3cccc1,STAUROSPORINE,13.3,nM
O=C(Nc1ccc(N2C(=O)C=C(C)c3c2nc(Nc2c(OC)cc(N4CCN(CCCCCCCCCCCCNC(=O)CC56CC7CC(C5)CC(C6)C7)CC4)cc2)nc3)cc1)C=C,,1000,nM
S(=O)(=O)(Nc1cc(CC(=O)Nc2scc(-c3c4c([nH]c3)nccc4)n2)ccc1)C,,10000,nM
O=C(Nc1cc(-c2nc3n(c(-c4c(N)nccc4)nc3cc2)-c2ccc(C3(N)CCC3)cc2)ccc1)C.Cl,,22,nM
O(C[C@@](N)Cc1c2c([nH]c1)cccc2)c1cc(-c2cc3c(cncc3)cc2)cnc1,,35,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4NC(=O)C(C)Cc34)CC2)CNC(C)C)cc1.Cl,,7.4000001,nM
O=C(Nc1cc(N2C(=O)C=C(C)c3c2nc(Nc2c(OC)cc(N4CCN(CCCCCCCCCCCCNC(=O)CC56CC7CC(C5)CC(C6)C7)CC4)cc2)nc3)ccc1)CC,,34,nM
Clc1ccc(C(NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)CCCN2CCOCC2)cc1,,15,nM
Clc1ccc(C(NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)CCCN(C)C)cc1,,4,nM
O=C(Nc1cc(N2C(=O)C=C(C)c3c2nc(Nc2c(OC)cc(N4CCN(CCCCCCCCNC(=O)CC56CC7CC(C5)CC(C6)C7)CC4)cc2)nc3)ccc1)C=C,,52,nM
O=C(NCCCCCCCCCCCCN1CCN(c2cc(OC)c(Nc3nc4N(c5cc(NC(=O)C)ccc5)C(=O)C=C(C)c4cn3)cc2)CC1)CC12CC3CC(C1)CC(C2)C3,,67,nM
O=C(NCCCCCCCCCCCCN1CCN(c2cc(OC)c(Nc3nc4N(c5cc(NC(=O)C6CC6)ccc5)C(=O)C=C(C)c4cn3)cc2)CC1)CC12CC3CC(C1)CC(C2)C3,,13,nM
Clc1c(Cl)cccc1NC(=O)Nc1c(C(=O)N2CCN(CCN(C)C)C(=O)CC2)cc(C(C)(C)C)s1,,30000,nM
Clc1ccc([C@@](NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)CCN2CCN(C(=O)CCOCCOCCOCCOCCOCCNc3c4C(=O)N(C(=O)c4ccc3)C3C(=O)NC(=O)CC3)CC2)cc1,,22,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4[C@](O)C[C@@](C)c34)CC2)CNCCC(=O)NCCCCCCCCNc2c3C(=O)N(C(=O)c3ccc2)C2C(=O)N(C)C(=O)CC2)cc1,,12,nM
O=C1N([C@@]2c3c(c(O)ccc3)CC2)c2nc(Nc3ccccc3)ncc2C1(C)C,,10000,nM
O(c1ccc(CCNC=2C(=O)C(=O)C=2Nc2ccncc2)cc1)c1ccccc1,,10000,nM
NCC(c1c2c(n(C)c1)cccc2)c1cc(C=Cc2ccncc2)cnc1,,5011.8701,nM
O(C)c1c2Nc3c(C(=O)Nc2ccc1)ccc(Nc1ccncc1)c3,,10000,nM
O=C(NC(CN)c1cc(OC)ccc1)c1ccc(-c2ccncc2)cc1,,630.96002,nM
Clc1nc(-c2c3c([nH]c2)nccc3)nc(NC2CCCCC2)c1,,10000,nM
ClC1=Cn2ncc(-c3c(C)sc(C(=O)N[C@]4C(F)(F)CCC[C@]4N)c3)c2N=C1,,2400,nM
O=C1n2nc(-c3cnccc3)nc2-c2c(sc3c2CCCC3)N1,,10000,nM
O=C1NCc2c(-c3ccc(Nc4[nH]c5c(n4)cccc5)cc3)cccc12,,10000,nM
O(CC(N)Cc1c2c([nH]c1)cccc2)c1cc(-c2cc3C(=Cc4occc4)C(=O)Nc3cc2)cnc1,,5.0120001,nM
O=C(NC(CN)c1ccccc1)c1ccc(-c2ccncc2)cc1,,398.10999,nM
Fc1ccc(-c2c(-c3ccncc3)[nH]c(-c3ccc(F)cc3)n2)cc1,,10000,nM
Fc1ccc(-c2c(-c3cc4n(CC5CC5)c(N)nc4cc3)n3c(SC=C3)n2)cc1,,10000,nM
Fc1c(NC(=O)Nc2ccc(-c3c4c(N)nn(C)c4cnc3)cc2)cc(C)cc1,,10000,nM
Clc1c(-c2n(C)ncc2Cl)cc(C(=O)N[C@]2[C@](c3cc(F)c(F)cc3)CCNC2)o1.O=C(O)[C@](O)[C@@](O)C(=O)O,,0.1,nM
Clc1ccc(Nc2nnc(Cc3ccncc3)c3c2cccc3)cc1,VATALANIB,10000,nM
Brc1cc2nc(/C=C/C(=O)C=3C(=O)Nc4c(C=3c3ccccc3)cc(Cl)cc4)[nH]c2cc1,,1640,nM
O=C1N(CC=C)N(c2nc(C(O)(C)C)ccc2)c2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc12,ADAVOSERTIB,30000,nM
OCCn1ncc(-c2nc3n(Cc4cc5c(nccc5)cc4)nnc3nc2)c1,PF-04217903,30000,nM
FC(F)(F)c1c(CN2CCN(C)CC2)ccc(NC(=O)c2cc(C#Cc3n4N=CC=Cc4nc3)c(C)cc2)c1,PONATINIB,30000,nM
O=C(NN1CCOCC1)Nc1c2C(=O)c3c(-c4ccc(CN5CCN(CCOC)CC5)cc4)n[nH]c3-c2ccc1,RGB-286638,30000,nM
OCC[C@]1N(C2=Nc3c(CC)cnn3C(NCc3c[n+]([O-])ccc3)=C2)CCCC1,DINACICLIB,30000,nM
Fc1c(C)c(-c2ncc(C(=O)NCC(C)(C)C)cc2)cc(C(=O)NC2CC2)c1,LOSMAPIMOD,30000,nM
Fc1c(Oc2ncnc3c2cc(OC)c(OCCCN2CCCC2)c3)ccc2[nH]c(C)cc12,CEDIRANIB,30000,nM
O=C(CC#N)N1C[C@](N(C)c2ncnc3[nH]ccc23)[C@](C)CC1,TOFACITINIB,30000,nM
O=C(Nc1cc2NCC(C)(C)c2cc1)c1c(NCc2ccncc2)nccc1,MOTESANIB,30000,nM
S(=O)(=O)(NC(C)(C)C)c1cc(Nc2c(C)cnc(Nc3ccc(OCCN4CCCC4)cc3)n2)ccc1,FEDRATINIB,30000,nM
O=C(N[C@](CN(C)C)c1ccccc1)N1C(C)(C)c2[nH]nc(Nc3nc(C)nc4c3scc4)c2C1,PF-03758309,30000,nM
Fc1c2C(N)=C(c3[nH]c4c(n3)ccc(N3CCN(C)CC3)c4)C(=O)Nc2ccc1,DOVITINIB,30000,nM
S(=O)(=O)(NCc1ncccc1)Cc1cc2C(=O)c3c(ncc(-c4cn(C)nc4)c3)C=Cc2cc1,MK-8033,30000,nM
P(=O)(OC[C@@]1[C@@](O)[C@@](O)[C@](n2c3ncnc4N(C)N=C(N)c(c34)c2)O1)(O)O,TRICIRIBINE PHOSPHATE,30000,nM
O=C(Nc1noc(C(C)(C)C)c1)Nc1ccc(-c2nc3Sc4c(-n3c2)ccc(OCCN2CCOCC2)c4)cc1,QUIZARTINIB,30000,nM
O=C(N(C)[C@]1[C@@](OC)[C@]2(C)O[C@@](n3c4c5n2c2c(c5c5c(C(=O)NC5)c4c4c3cccc4)cccc2)C1)c1ccccc1,MIDOSTAURIN,4400,nM
Clc1c(F)ccc(Nc2ncnc3c2cc(OCCCN2CCOCC2)c(OC)c3)c1,GEFITINIB,10000,nM
Clc1c([C@](Oc2c(N)ncc(-c3cn(C4CCNCC4)nc3)c2)C)c(Cl)ccc1F,CRIZOTINIB,30000,nM
O=C(Nc1cc(-c2nc3n(c(-c4c(N)nccc4)nc3cc2)-c2ccc(C3(N)CCC3)cc2)ccc1)C.Cl,,5.4000001,nM
Brc1c(C)cc(OC[C@]2OCCNC2)c(NC(=O)Nc2ncc(C)nc2)c1,RABUSERTIB,30000,nM
O=C1NC=Cc2c1ccc(OC1CCNCC1)c2,SAR-407899,30000,nM
Clc1c(F)ccc(Nc2c(C#N)cnc3c2cc(NC(=O)/C=C/CN(C)C)c(OCC)c3)c1,PELITINIB,30000,nM
Ic1cc(F)c(NC=2N(C)C(=O)C(C)=C3N(c4cc(NC(=O)C)ccc4)C(=O)N(C(=O)C=23)C2CC2)cc1,TRAMETINIB,30000,nM
Clc1c(-c2n(C)ncc2C)cc(C(=O)N[C@](CN)Cc2cc(F)ccc2)o1,,25.120001,nM
Nc1c(-c2n(-c3ccc(C)cc3)c3ncccc3n2)cccn1,,100000,nM
Brc1n(Cc2ccccc2)nc2C(=O)N([C@@]3C(=O)N(C)c4c(OC3)cccc4)CCc12,TP-030-2,1000,nM
O=C(N[C@]1[C@@](N)CCCC1)c1scc(-c2c3n(nc2)C=C(c2cn(C)nc2)C=N3)c1,,330,nM
FC(F)(F)Oc1ccc(NC(=O)c2c(NCc3c4c(ncc3)cccc4)ccs2)cc1,OSI-930,30000,nM
Clc1ccc([C@@](NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)CCN2CCN(C(=O)CCCCCCCCCCC(=O)N[C@@](C(C)(C)C)C(=O)N3[C@](C(=O)NCc4ccc(-c5c(C)ncs5)cc4)C[C@@](OCc4ccccc4)C3)CC2)cc1,,2900,nM
Clc1ccc([C@](O)(CN)c2ccc(-c3c[nH]nc3)cc2)cc1,AT-13148,30000,nM
O=C(N(C)C)c1n(C2CCCC2)c2nc(Nc3ncc(N4CCNCC4)cc3)ncc2c1,RIBOCICLIB,30000,nM
O(CC1CCN(C)CC1)c1cnc(-c2cc(CN3C(=O)C=CC(c4cc(C#N)ccc4)=N3)ccc2)nc1,TEPOTINIB,30000,nM
O(Cc1n2N=C(c3ccccc3)C=Cc2nn1)c1c2c(ncc1)cc(OC)cc2,AMG-208,30000,nM
Clc1c(OC)cc(Nc2c(C#N)cnc3c2cc(OC)c(OCCCN2CCN(C)CC2)c3)c(Cl)c1,BOSUTINIB,30000,nM
O=C1[C@@]2(O)[C@](C)CC[C@](O2)C[C@](OC)/C(/C)=C/C=C/C=C/[C@@](C)C[C@@](C)C(=O)[C@](OC)[C@](O)/C(/C)=C/[C@@](C)C(=O)C[C@@]([C@@](C[C@]2C[C@@](OC)[C@](O)CC2)C)OC(=O)[C@]2N(C1=O)CCCC2,SIROLIMUS,30000,nM
Fc1c(NC(=O)Nc2ccc(-c3c4c(N)n[nH]c4ccc3)cc2)cc(C)cc1,LINIFANIB,30000,nM
O(c1c(-c2nc(N)ncc2)cccn1)c1ccc(Nc2nnc(-c3scc(C)c3)c3c2cccc3)cc1,AMG-900,30000,nM
O=C1/C(=C/c2c(N3C[C@](N)CCC3)c(-c3ccccc3)ccc2)/SC(=O)N1,,30000,nM
Clc1cc2C(c3c(F)cccc3F)=NCc3c(nc(Nc4ccc(C(=O)O)cc4)nc3)-c2cc1,MLN-8054,30000,nM
FC(F)(F)Oc1cc(-c2n3N=C(NCC4CCN(C)CC4)C=Cc3nc2)ccc1,SGI-1776,30000,nM
O(C[C@@]1CNCCC1)c1c2n(CC)c(-c3c(N)non3)nc2c(C#CC(O)(C)C)nc1,GSK-690693,1173,nM
