Smiles,Molecule Name,Standard Value,Standard Units
S(=O)(=O)(NCCNCCCCCC(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)c1c2c(cncc2)ccc1,,72.440002,nM
Ic1cc(F)c(Nc2c(C(=O)NC[C@](O)CO)ccnc2)cc1,PIMASERTIB,30000,nM
O(C)c1c(OC)cc([C@@]2c3c([C@](O)[C@@]4[C@]2C(=O)OC4)cc2OCOc2c3)cc1OC,AXL-1717,30000,nM
Clc1c(F)c(Nc2ncnc3c2cc(OC2CCN(CC(=O)NC)CC2)c(OC)c3)ccc1,SAPITINIB,30000,nM
Ic1cc(F)c(Nc2c(F)c(F)ccc2C(=O)N2CC(O)([C@]3NCCCC3)C2)cc1,COBIMETINIB,30000,nM
O=C(NO)CCCCCCOc1c(OC)cc2ncnc(Nc3cc(C#C)ccc3)c2c1,CUDC-101,30000,nM
FC(F)(F)c1c(C)c(Cn2c(C)nc3c(C(=O)O)cc(N4CCOCC4)cc23)ccc1,GSK-2636771,30000,nM
O(C)c1cc(NC2=NC=Nn3c2c(CN2C[C@@](O)[C@](N)CC2)cc3)ccc1,BMS-690514,30000,nM
Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)/C=C/CN(C)C)c(O[C@@]2COCC2)c3)c1,AFATINIB,30000,nM
S=C(NCc1cc2OCOc2cc1)N1CCN(c2ncnc3c2oc2c3cccc2)CC1,AMUVATINIB,30000,nM
O=C1N(CC)c2nc(N)nc(C)c2C=C1c1n[nH]cc1,VOXTALISIB,30000,nM
CN1Cc2cc(Nc3nc(-c4cc(OCC/C=C/C1)ccc4)ccn3)ccc2,ZOTIRACICLIB,30000,nM
Oc1cc2c([nH]c(-c3nn(C(C)C)c4ncnc(N)c34)c2)cc1,,2600,nM
O(C[C@@](N)Cc1c2c([nH]c1)cccc2)c1cc(c(-c2cocc2)nc1)-c1nc2c(C)n[nH]c2cn1,,15,nM
O(C[C@@](N)Cc1ccccc1)c1c(N)nc(c(-c2nc3c(C)n[nH]c3nc2)c1)-c1c(C)occ1,,6,nM
O=C(NC1CCN(C)CC1)c1cc(OC)c(Nc2nc3N([C@](CC)C(=O)N(C)c3cn2)C2CCCC2)cc1,BI-2536,10000,nM
Clc1ccc(CC(=O)Nc2[nH]nc3c2CCC3)cc1,,10000,nM
Oc1cc(-c2c3c(N)noc3ccc2)ccc1,,10000,nM
O=C(Nc1c(OC)ccc(OC)c1)c1c2n(C(c3ccccc3)=CC=N2)nc1,,10000,nM
Clc1cc(CC(N)COc2cc(-c3cc4c(C)n[nH]c4cc3)cnc2)ccc1,,5.0120001,nM
Clc1nnc2Nc3c(NC(=O)c2c1)cccc3,,10000,nM
Fc1c(-c2c(-c3nc(NCC(CO)(C)C)ncc3)n3c(C(C)=NC=C3)n2)ccc(F)c1,,10000,nM
O=C(Nc1cc(C)ccc1)Nc1ccc(NC(=O)c2c3c(N)ncnc3sc2)cc1,,10000,nM
O=C(Nc1cc(C=Cc2ccncc2)cnc1)C(N)Cc1c2c(ccc1)cccc2,,10000,nM
O(C)c1c(OC)ccc(C=NNc2ncnc3c2[nH]c2c3cccc2)c1,,10000,nM
O=C(N)c1c(N)c2c(C)nn(C)c2s1,,100000,nM
O=C(Nc1cc(C)ccc1)Nc1ccc(-c2c3c(N)nn(C)c3cnc2)cc1,,10000,nM
O(C(C)(C)C)C(=O)n1c2c(c(-c3n(C4CCCCC4)cnc3)c1)cccc2,,10000,nM
FC(F)(F)c1c(F)ccc(-c2nc(n(C)c2)C2CCN(c3ncnc4[nH]ncc34)CC2)c1,LY-2584702,30000,nM
O(Cc1ccccc1)c1cc(-c2c3c(N)ncnc3n(C3CC(N4CCC4)C3)c2)ccc1,AEW-541,30000,nM
O=C(NC1=Nc2c(OC)c(OCCCN3CCOCC3)ccc2C=2N1CCN=2)c1cnc(N)nc1,COPANLISIB,30000,nM
Ic1cc(F)c(NC2=C(F)C(=O)N(C)C=3N=CN(C[C@@](O)CO)C(=O)C2=3)cc1,TAK-733,30000,nM
O=C(NC/C=C/c1cc2c(Nc3cc(C)c(Oc4cnc(C)cc4)cc3)ncnc2cc1)COC,CP-724714,30000,nM
S(=O)(=O)(CC)N1CC(CC#N)(n2ncc(-c3ncnc4[nH]ccc34)c2)C1,BARICITINIB,30000,nM
O=C(Nc1ccc(C2(C#N)CCCC2)cc1)c1c(NCc2ccncc2)nccc1,RIVOCERANIB,30000,nM
O=C(O)CCc1c(C)c(/C=C/2\C(=O)Nc3c\2cccc3)[nH]c1C,ORANTINIB,30000,nM
Clc1ccc(Nc2nnc(OCc3cc(C(=O)NC)ncc3)c3occc23)cc1,TELATINIB,30000,nM
Fc1cc2/C(=C/c3c(C)c(C(=O)NCCN(CC)CC)c(C)[nH]3)/C(=O)Nc2cc1,SUNITINIB,30000,nM
Oc1cc(-c2c(-c3cc(O)ccc3)nc3nc(N)nc(N)c3n2)ccc1,TG100-115,30000,nM
O=C(N(C1CC1)C1CC1)c1n(CC)c2nc(Nc3nn(C)c(C)c3)c3ncn(C)c3c2c1,BMS-911543,30000,nM
Clc1c(Oc2cc(C(F)(F)F)ccc2)ccc(Nc2ncnc3c2n(CCNC(=O)CC(O)(C)C)cc3)c1,TAK-285,30000,nM
O=C1N(C)c2c(N1c1ccc(C(C#N)(C)C)cc1)c1c(nc2)ccc(-c2cnc3c(c2)cccc3)c1,DACTOLISIB,30000,nM
S(=O)(=O)(N1CCNCCC1)c1c2c(cncc2)ccc1,FASUDIL,30000,nM
Ic1cc(F)c(Nc2c(F)c(F)cc(OC)c2NS(=O)(=O)C2(C[C@](O)CO)CC2)cc1,REFAMETINIB,30000,nM
O=C(Nc1nn2C(c3ccc(CN4CCS(=O)(=O)CC4)cc3)=CC=Cc2n1)C1CC1,FILGOTINIB,30000,nM
Fc1c(C(=O)NC[C@]2(N)CN(c3ncnc4[nH]cc(CC)c34)CC2)ccc(F)c1,,12,nM
O=C(O)c1cc2nc(c(-c3ccccc3)nc2cc1)-c1ccc(CN2CCC(N3C(=O)Nc4c3cccc4)CC2)cc1,,3200,nM
O=C(N(C)c1ccc(N/C(/c2ccccc2)=C/2\C(=O)Nc3c\2ccc(C(=O)OC)c3)cc1)CN1CCN(C)CC1,NINTEDANIB,10000,nM
Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCCN2CCOCC2)c3)c1,CANERTINIB,10000,nM
Fc1ccc(-c2c(-c3nc(NCC(CO)(C)C)ncc3)n3c(C(CCN)=NC=C3)n2)cc1,,10000,nM
Fc1c(-c2c(C3=Nn4c(C(CO)(C)C)nnc4C=C3)n3c(OC=C3)n2)ccc(F)c1,,10000,nM
O=C(N)[C@](NC(=O)CCCCCNC(=O)[C@@]1[C@@](O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)CCCNC(=N)N,,1610,nM
O(C[C@@](N)Cc1ccccc1)c1c(NCC)nc(c(-c2nc3c(C)n[nH]c3nc2)c1)-c1cocc1,,500,nM
O(C[C@](N)Cc1ccccc1)c1nc(C#CC(O)(C)C)c2nc(n(CC)c2c1)-c1c(N)non1,,3,nM
O=C(N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)[C@](NC(=O)[C@](NC(=O)[C@](NC(=O)CCCCCNC(=O)[C@](NC(=O)CCCCCNC(=O)c1sc(-c2nc(N)ncc2)cc1)CCCCN)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N,,12,nM
O=C(N[C@@](C(=O)N)CCCNC(=N)N)[C@](NC(=O)CCCCCNC(=O)[C@](NC(=O)CCCCCNC(=O)c1ccc(C(=O)N)cc1)CCCCN)CCCNC(=N)N,,28000,nM
N(Cc1c2n(CC)c(-c3c(N)non3)nc2cnc1)C1CCNCC1,,646,nM
Nc1ncnc2n(C(C)(C)C)nc(-c3ccc(C)cc3)c12,,7943.2798,nM
OCCNc1ncc2c(c1)cc(-c1ccccc1)cc2,,10000,nM
Clc1c2c(-c3ccc(C(=O)N)cc3)c[nH]c2ncc1,,6309.5698,nM
O=C(NC)N1CCN(CCCOc2cc3-c4[nH]nc(-c5cnc(C#N)cc5)c4Cc3cc2)CC1,,10000,nM
O=C1NNc2c1c(-c1ccccc1)ccc2,,39810.719,nM
Clc1c(Cl)ccc(CNC(=O)Nc2cc3c([nH]nc3)cc2)c1,,3981.0701,nM
Brc1ccc(C=CCNCCNS(=O)(=O)c2c3c(cncc3)ccc2)cc1,,398.10999,nM
O(C)c1c(O)ccc(C=C2C(=O)NC(=O)S2)c1,,10000,nM
Fc1c(Oc2ncnc3c2cc(OC)c(OCCCN2CCCC2)c3)ccc2[nH]c(C)cc12,CEDIRANIB,10000,nM
O=C(Nc1cc(C)ccc1)Nc1ccc(-c2c3c(N)ncc(-c4cn(CC(O)C)nc4)c3sc2)cc1,,10000,nM
OCCNc1ncc2c(c1)cc(-c1cnccc1)cc2,,10000,nM
Fc1c(NC(=O)Nc2ccc(-c3c4c(N)n[nH]c4ccc3)cc2)cc(C)cc1,LINIFANIB,10000,nM
Fc1cc(NC(=O)Nc2ccc(-c3c4c(N)ncc(-c5cn(CC(O)C)nc5)c4sc3)cc2)ccc1,,10000,nM
O(CC(N)Cc1c2c([nH]c1)cccc2)c1cc(-c2cc3OC(=O)Nc3cc2)cnc1,,125.89,nM
Fc1ccc(-c2c(-c3nc(NC(C)c4ccccc4)ncc3)n3c(OC=C3)n2)cc1,,10000,nM
Clc1c2C(c3c(O)ccc(Cl)c3)=C(O)C(=O)Nc2cc(Cl)c1,,3981.0701,nM
Brc1cc(N2C(=O)C(=CC=3C(C)=C(C#N)c4n(C=3O)c3c(n4)cccc3)C(C)=N2)ccc1,,10000,nM
O(Cc1ccccc1)c1cc(-c2c(C)n(C3CC(CN4CCCC4)C3)c3ncnc(N)c23)ccc1,,10000,nM
O=C(Nc1cc(C)ccc1)Nc1ccc(-c2c3c(N)ncc(C#CCN4CCCC4)c3sc2)cc1,,10000,nM
Fc1c(-c2c(-c3nc(NCC(O)(C)C)ncc3)n3c(C(OC(C)C)=NC=C3)n2)ccc(F)c1,,10000,nM
S(=O)(=O)(N(C)C1CC1)c1cc(F)c(-c2cc(c(N)nc2)-c2cc3c(C(=O)NCC3)cc2)cc1,,14.9,uM
S(=O)(=O)(N)c1cc(Nc2nc3n(Cc4ccccc4)ccc3cn2)ccc1,,10000,nM
O=C(Nc1nccc(-c2c(-c3cc(C)ccc3)nc(CC)s2)c1)c1ccccc1,TAK-715,10000,nM
Clc1cc(NC(=O)Nc2ccc(-c3c4c(N)ncc(C(=O)NC)c4sc3)cc2)ccc1,,10000,nM
O=C(NCCCN(CCCNC(=O)Nc1cc(C(=NNC(=N)N)C)cc(C(=NNC(=N)N)C)c1)C)Nc1cc(C(=NNC(=N)N)C)cc(C(=NNC(=N)N)C)c1,,398.10999,nM
C(C)(C)(C)c1cc2[nH]c(-c3n[nH]c4c3cccc4)nc2cc1,,10000,nM
O=C1N=CC=C2N=C(c3ccc(CN4CCC(c5nc(-c6ncccc6)[nH]n5)CC4)cc3)C(c3ccccc3)=CC12,,1900,nM
O=C(O)c1cc2nc(c(-c3ccc(CN4CCC(N5C(=O)Nc6c5cccc6)CC4)cc3)nc2cc1)-c1ccccc1,,50000,nM
O=C(NCCN(CC)CC)c1cc2nc(c(-c3ccc(CN4CCC(N5C(=O)Nc6c5cccc6)CC4)cc3)nc2cc1)-c1ccccc1,,8000,nM
O=C(NC1CNCCC1)c1c2n(CC)c(-c3c(N)non3)nc2cnc1,,3020,nM
Clc1ccc(C(NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)Cc2ccccc2)cc1,,150,nM
Clc1ccc(CNC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)cc1,,57,nM
Brc1c(-c2c3c([nH]cc3)ncc2)sc(C(=O)NC(CN)c2ccccc2)c1,,20,nM
Clc1c(c(Cl)ccc1)C=1C(=O)N=CN2N=C(Sc3c(F)cc(F)cc3)C=CC=12,NEFLAMAPIMOD,5000,nM
Fc1c(NC(=O)Nc2ccc(-c3c4c(N)n[nH]c4ccc3)cc2)cc(C)cc1,LINIFANIB,10000,nM
S(=O)(=O)(N)c1c(C)ccc(Nc2nc(N(C)c3cc4nn(C)c(C)c4cc3)ccn2)c1,PAZOPANIB,10000,nM
Fc1ccc(-c2c(-c3ccncc3)[nH]c(-c3ccc(O)cc3)n2)cc1,SB-202190,10000,nM
O=C1N(C2CCN(Cc3ccc(C4=C(c5ccccc5)N=C(Cc5ccccc5)C(=O)N4)cc3)CC2)c2c(N1)cccc2,,3973,nM
O=C1N(C2CCN(Cc3ccc(C4=C(c5ccccc5)NC(=O)C=N4)cc3)CC2)c2c(N1)cccc2,,50000,nM
Fc1cc2/C(=C/c3c(C)c(C(=O)NCCN(CC)CC)c(C)[nH]3)/C(=O)Nc2cc1,SUNITINIB,10000,nM
FC(F)(F)c1nc(NC(=O)Nc2c3c(ncc2)cc(C(F)(F)F)cc3)ccc1,,10000,nM
O=C(Nc1nc(OCCC)c(C#N)c(N)c1)C,,10000,nM
O=C(OCC)C1=C(N)N2C(=O)C(=Cc3sccc3)SC2=C(C(=O)N)C1c1sccc1,,10000,nM
FC(F)(F)Oc1cc(CC(N)COc2cc(-c3cc4c(C)n[nH]c4cc3)cnc2)ccc1,,6.3099999,nM
O=C(Nc1cc2c(-c3c4c(N)ncnc4sc3CC2)cc1)Nc1ccccc1,,10000,nM
O=C(Nc1cc(C)ccc1)Nc1ccc(-c2c3c(N)ncc(C#Cc4cnccc4)c3sc2)cc1,,10000,nM
Clc1c(Cl)ccc2sc(C(=O)N)c(NC(=O)c3ccc(Cl)cc3)c12,,10000,nM
OCCNc1ncc2c(c1)cc(-c1cscc1)cc2,,10000,nM
O(CC(CN)Cc1ccccc1)c1cc(-c2cc3c(C)n[nH]c3cc2)cnc1,,79.43,nM
Clc1c(N2c3c(C(=O)C(C(=O)N)=C2)ccc(-c2ccncc2)c3)ccc(O)c1,,6309.5698,nM
O=C(Nc1cc(-c2nc(Nc3cc4c([nH]nc4)cc3)c3c(n2)ccc(OCCN2CCCC2)c3)ccc1)CCC,,3162.28,nM
O(CCN)c1cc(-c2cc3c(C)n[nH]c3cc2)cnc1,,3981.0701,nM
Fc1ccc(-c2c(-c3cc4n(CC(C)C)c(N)nc4cc3)n3c(SC=C3)n2)cc1,,10000,nM
Clc1ccc(C(=O)Nc2cnc3[nH]cc(-c4ccccc4)c3c2)cc1,,10000,nM
Fc1ccc(-c2c(-c3nc(NCC(CO)(C)C)ncc3)n3c(C(OC)=NC=C3)n2)cc1,,10000,nM
O=C(/C=C/c1[nH]c2c(n1)cccc2)C=1C(=O)Nc2c(C=1c1ccccc1)cccc2,,1640,nM
Brc1cc2C(c3ccccc3)=C(C(=O)/C=C/c3[nH]c4c(n3)cccc4)C(=O)Nc2cc1,,1640,nM
Fc1c(F)ccc(C[C@@](N)C(=O)N2CCN(c3ncnc4c3cccc4)CC2)c1,,666,nM
O=C([C@](N)Cc1cc(OC)cc(OC)c1)N1CCN(c2ncnc3c2cccc3)CC1,,5769,nM
O=C1N(C2CCN(Cc3ccc(C4=C(c5ccccc5)N=C(C(CC)C)C(=O)N4)cc3)CC2)c2c(N1)cccc2,,50000,nM
O=C(O)c1sc2c(c(-c3ccccc3)cnc2)c1,,10000,nM
O=[N+]([O-])c1cc2[nH]c(Nc3ncc(C)cc3)nc2cc1,,10000,nM
Fc1cc(C(=O)Nc2n[nH]c3c2cc(-c2nnn(Cc4ccccc4)c2)cc3)ccc1,,251.19,nM
O=C(NN=C1c2c(c(C)c(O)cc2)CCC1)Cc1c2c(ccc1)cccc2,,10000,nM
Clc1c(OC)ccc(NC(=O)Nc2ccc(-c3c4c(N)noc4ccc3)cc2)c1,,10000,nM
Fc1ccc(-c2c(-c3nc(NC(C)c4ccccc4)ncc3)n3c(OC=C3)n2)cc1,,10000,nM
Fc1ccc(-c2n(Cc3ccccc3)nnc2-c2cc3c(N)n[nH]c3cc2)cc1,,1995.26,nM
Clc1c(Cl)ccc(CC(N)COc2cc(-c3cc4c(C)n[nH]c4cc3)cnc2)c1,,3.9809999,nM
Clc1ccc(Oc2c3c(sc(-c4oc(N)nn4)c3)cnc2)cc1,,10000,nM
O=C(Nc1n[nH]c2c1cc(-c1nnn(Cc3ccccc3)c1)cc2)CCC,,7943.2798,nM
O=C(NCCCCCCNC(=O)Nc1cc(C(=NNC(=N)N)C)cc(C(=NNC(=N)N)C)c1)Nc1cc(C(=NNC(=N)N)C)cc(C(=NNC(=N)N)C)c1,,398.10999,nM
N#Cc1cc2n(c(N)nc2cc1)-c1scc(-c2ccccc2)n1,,10000,nM
Clc1c(OCc2sc(c(C)n2)-c2nc(N)ncc2)cccc1,,5011.8701,nM
O=C1C(=Cc2c3c(n(C)c2)cccc3)c2ncccc2N1,GW441756X,10000,nM
O(C)c1c(OC)cc(Nc2nc(Nc3onc(C4CCCCC4)c3)ccn2)cc1OC,,10000,nM
Clc1c2c(nc3C(=O)NCCc13)ccc(SC)c2,,10000,nM
N(c1nc(-c2c3c([nH]c2)nccc3)ccn1)C1CCCCC1,,2511.8899,nM
O=C(N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)[C@](NC(=O)[C@](NC(=O)[C@](NC(=O)CCCCCNC(=O)[C@](NC(=O)CCCCCNC(=O)[C@@]1[C@@](O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)CCCCN)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N,,14.6,nM
O=C(N[C@@](C(=O)N)CCCNC(=N)N)[C@](NC(=O)CCCCCNC(=O)[C@](NC(=O)CCCCCNC(=O)[C@@]1[C@@](O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)CCCCN)CCCNC(=N)N,,774,nM
O=C(O)c1c(Nc2nc(Nc3cc4[nH]ncc4cc3)ncc2)cccc1,,10000,nM
O(CC(O)Cc1c2c([nH]c1)cccc2)c1cc(C=Cc2ccncc2)cnc1,,7943.2798,nM
FC(F)(F)Oc1ccc(C2=C(COC(c3n(C)cnc3)c3ccc(C#N)cc3)N(C)C(=O)C(C#N)=C2)cc1,,10000,nM
Fc1c(C)cc(NC(=O)Cc2ccc(-c3c4c(N)n[nH]c4ccc3)cc2)cc1,,7943.2798,nM
Fc1ccc(-c2c(-c3nc(NCCOC)ncc3)n3c(n2)C=NC=C3)cc1,,10000,nM
FC(F)(F)c1cc(NC(=O)Nc2ccc(-c3c4c(C)n[nH]c4ccc3)cc2)ccc1,,10000,nM
O=C(C)N1CCN(C2CCC(n3nc(-c4ccc(NC(=O)c5n(C)c6c(c5)cccc6)cc4)c4c(N)ncnc34)CC2)CC1,,10000,nM
O=C(Nc1ncc(C#N)nc1)Nc1cc2c(cc(C(=O)O)cc2)cc1,,10000,nM
Clc1cc2C(=O)c3c(C)nn(C)c3N(OCCC)c2cc1,,10000,nM
Clc1c(C2CC(=O)c3c(O)c4c(nc3C2)cc(Cl)cc4)ccc(Cl)c1,,10000,nM
O(Cc1ccccc1)c1cc(-c2c(C)n(C3CCC(N4CCCC4)CC3)c3ncnc(N)c23)ccc1,,10000,nM
O=C(O)c1c(CCCOc2c(C)c(C)cc(C)c2)c2c(c(-c3c(C)cccc3)ccc2)[nH]1,,10000,nM
Clc1c(C=2Oc3c(c(O)cc(O)c3C(=O)C=2)[C@@]2[C@](O)CN(C)CC2)cccc1,ALVOCIDIB,10000,nM
NC(C)(C)c1ccc(-c2c(-c3ccccc3)nc3c(n2)cccc3)cc1,,50000,nM
Clc1ccc(C(C(=O)N2CCN(c3ncnc4sc5c(c34)CCC5)CC2)CNCCCC)cc1,,137,nM
Clc1c(Cl)ccc(C[C@@](N)C(=O)N2CCN(c3ncnc4c3cccc4)CC2)c1,,485,nM
FC(F)(F)c1ccc(C[C@@](N)C(=O)N2CCN(c3ncnc4c3cccc4)CC2)cc1,,746,nM
Fc1cc(F)cc(C[C@@](N)C(=O)N2CCN(c3ncnc4c3cccc4)CC2)c1,,6073,nM
O=C(Nc1cc(Nc2scc(-c3cnccc3)n2)c(C)cc1)c1ccc(CN2CCN(C)CC2)cc1,MASITINIB,10000,nM
O=C(Nc1n[nH]c2c1cc(-c1c(n(Cc3ccccc3)nn1)-c1ccccc1)cc2)CCC,,1584.89,nM
O=C(Nc1cc(C)ccc1)Nc1ccc(-c2cc(C(=O)N)ccc2)cc1,,10000,nM
N(c1ncnc2c1cccc2)c1ccccc1,,100000,nM
O=[N+]([O-])c1sc(NC(=O)NCc2ccccc2)nc1,,10000,nM
Brc1c2c(C(=O)NC2)ccc1,,100000,nM
O=C(Nc1nn2c(c1)C=CC=C2)C,,100000,nM
Clc1cc2oc(Nc3ccc(-c4c5c(C(=O)NC5)cc(OCCCN)c4)cc3)nc2cc1,,5011.8701,nM
Fc1c(-c2c(-c3nc(NCC(C(=O)O)(C)C)ncc3)n3c(C(C)=NC=C3)n2)ccc(F)c1,,10000,nM
N#CC[C@@](n1ncc(-c2ncnc3[nH]ccc23)c1)C1CCCC1,RUXOLITINIB,10000,nM
Brc1c(-c2c3c([nH]cc3)ncc2)sc(C(=O)N[C@](CN)Cc2cc(C(F)(F)F)ccc2)c1,,1,nM
Brc1c(-c2c3c([nH]cc3)ncc2)sc(C(=O)N[C@](CN)Cc2c(F)cccc2)c1,,2,nM
O=C(N[C@@](C(=O)N[C@@](C(=O)N[C@](C(=O)N)CCCCN)CCCNC(=N)N)CCCNC(=N)N)[C@](NC(=O)[C@](NC(=O)[C@](NC(=O)[C@](NC(=O)CCCCCNC(=O)[C@](NC(=O)CCCCCNC(=O)c1sc(-c2nc(N)ncc2)cc1)CCCCN)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N,,100000,nM
O([C@](CCN)c1ccccc1)c1nc(C#CC(O)(C)C)c2nc(n(CC)c2c1)-c1c(N)non1,,65,nM
FC(F)(F)c1cc(NC(=O)Nc2ccc(-c3noc4ncnc(N)c34)cc2)ccc1,,10000,nM
FC(F)(F)c1c(COc2c(C(=O)N)sc(-n3c4c(nc3)cccc4)c2)cccc1,,10000,nM
Clc1c(NCc2scnc2)cc2OCCCCOc3c(C#N)ncc(n3)NC(=O)Nc2c1,,7157,nM
Clc1c(-c2n(C)ncc2Cl)cc(C(=O)N[C@](CN)Cc2cc(F)ccc2)o1,,3.9809999,nM
Fc1ccc(CNC(=O)c2sc(-c3nc(NC)ncc3)cc2)cc1,,4700,nM
Fc1ccc(CCNC(=O)c2sc(-c3nc(NC)ncc3)cc2)cc1,,3000,nM
O=C([C@](N)Cc1ccc(C#N)cc1)N1CCN(c2ncnc3c2cccc3)CC1,,2718,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4[C@](O)C[C@@](C)c34)CC2)CNCC2CCOCC2)cc1,,4,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4[C@](O)C[C@@](C)c34)CC2)CNC(CO)(C)C)cc1,,3,nM
O=C(NCc1ccc(-n2c(-c3c(N)nccc3)nc3c2ncc(-c2cnccc2)c3)cc1)c1ccccc1,,660,nM
O=C(NCCN(CC)CC)c1cc2nc(c(-c3ccc(CN4CCC(N5C(=O)Nc6c5cccc6)CC4)cc3)nc2cc1)-c1ccccc1,,7400,nM
O=C1N(C2CCN(Cc3ccc(-c4c(-c5ccccc5)nc5c(n4)ccc(-c4n[nH]nn4)c5)cc3)CC2)c2c(N1)cccc2,,1228,nM
O=C(Nc1c(C)c(O)ccc1)c1c2n(C(c3ccccc3)=CC=N2)nc1,,10000,nM
Ic1nnc2Nc3c(NC(=O)c2c1)cccc3,,10000,nM
Clc1nc(NC2CCCCC2)nc(-c2c3c([nH]c2)nccc3)c1,,10000,nM
S(=O)(=O)(N)c1cc(-c2c3occ(-c4ccc(NC(=O)Nc5c(F)ccc(C(F)(F)F)c5)cc4)c3c(N)nc2)ccc1,,10000,nM
S(C)c1ccc(-c2[nH]c(c(-c3ccc(F)cc3)n2)-c2ccncc2)cc1,,10000,nM
S(=O)(=O)(Nc1c(-c2cc3Nc4c(NC(=O)c3cc2)cc(-c2cc(OC)c(OC)c(OC)c2)cc4)cccc1)C,,10000,nM
Clc1c(n(C)nc1)-c1c(CC)sc(C(=O)N[C@](CN)Cc2cc(F)ccc2)c1,,25.120001,nM
O=C1N(C2CCN(Cc3ccc(-c4c(-c5ccccc5)nc5c(n4)cc4[nH]cnc4c5)cc3)CC2)c2c(N1)cccc2,,2119,nM
O=C(N[C@@](C(=O)N)CCCNC(=N)N)[C@](NC(=O)CCCCCNC(=O)[C@](NC(=O)CCCCCNC(=O)c1sc(-c2nc(N)ncc2)cc1)CCCCN)CCCNC(=N)N,,270,nM
Clc1ccc(C(NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)CCCN2CCCC2)cc1,,36,nM
O=C(NC(C)c1ncccc1)C1(N)CCN(c2ncnc3[nH]ccc23)CC1,,8065,nM
O(Cc1ccc(OC)cc1)c1c(OC)cc(Cc2c(N)nc(N)nc2)cc1,GW632580X,10000,nM
S(=O)(=O)(C)N1CCC(Nc2nc(N)c(C(=O)c3c(F)c(F)ccc3OC)cn2)CC1,RG-547,10000,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4c3[C@](C)CC4)CC2)CNC(C)C)cc1,,5,nM
IC=1c2n(C(=O)NC=1)cc(-c1cc(Cl)ccc1)n2,,10000,nM
Clc1c(c(Cl)ccc1)C=1C(=O)N=CN2N=C(Sc3c(F)cc(F)cc3)C=CC=12,NEFLAMAPIMOD,10000,nM
Clc1cc2C(=O)c3c(C)nn(-c4ccccc4)c3N(O)c2cc1,,10000,nM
Fc1c(C)cc(NC(=O)Nc2ccc(-c3c4c(N)noc4c(OC)cc3)cc2)cc1,,10000,nM
S(=O)(=O)(N1CCOCC1)c1cc(C(=O)Nc2ccc(-c3[nH]c4c(c(C(=O)N)ccc4)n3)cc2)ccc1,,10000,nM
O=C(N)c1c2nc(-c3ccncc3)[nH]c2ccc1,,10000,nM
O(Cc1ccccc1)c1ccc(Nc2ncnc3c2cccc3)cc1,,10000,nM
O=C(Nc1ccc(OC)cc1)Nc1ccc(-c2c3c(N)ncc(-c4cn(CC(O)(C)C)nc4)c3sc2)cc1,,10000,nM
O(CCCCCCCCCCCC)c1c(NC(=N)N)cc(NC(=N)N)cc1,LAUROGUADINE,10000,nM
O=C1n2nc(-c3occc3)cc2NC2=C1CSC2,,10000,nM
C(n1nnc(-c2cc3c([nH]nc3)cc2)c1)c1ccccc1,,3981.0701,nM
Clc1c([C@](Oc2c(N)ncc(-c3cn(C4CCNCC4)nc3)c2)C)c(Cl)ccc1F,CRIZOTINIB,10000,nM
Clc1c(Nc2c(S(=O)(=O)C(C)C)cccc2)nc(Nc2c(OC)cc(N3CCC(N4CCN(C)CC4)CC3)cc2)nc1,TAE-684,10000,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4[C@](O)C[C@@](C)c34)CC2)CNC2CCOCC2)cc1,,5,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4[C@](O)C[C@@](C)c34)CC2)CNC(C)C)cc1,IPATASERTIB,8,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4c3[C@](CF)CC4)CC2)CNC(C)C)cc1,,5,nM
